UniProt_ID,PDB_ID,chain_id,chain_length,score,coverageChain,coverageUniProt,identity,pass_filter
P07550,3P0G,B,121,32,1,0.292978208,0.181818182,FALSE
P07550,3PDS,A,450,1413,1,1.089588378,0.909937888,TRUE
P07550,3SN6,A,349,37,1,0.84503632,0.12972973,FALSE
P07550,3SN6,B,340,52.5,1,0.823244552,0.231527094,FALSE
P07550,3SN6,G,58,22,1,0.140435835,0.172413793,FALSE
P07550,3SN6,R,444,1438,1,1.075060533,0.894904459,TRUE
P07550,3SN6,N,128,29.5,1,0.309927361,0.234693878,FALSE
P07550,4GBR,A,287,1460.5,1,0.694915254,0.986062718,FALSE
P07550,4GBR,B,162,39.5,1,0.392251816,0.217821782,FALSE
P07550,4LDE,A,526,1435,1,1.273607748,0.730366492,TRUE
P07550,4LDE,B,135,33,1,0.326876513,0.153225806,FALSE
P07550,4LDL,A,459,1435,1,1.111380145,0.882911392,TRUE
P07550,4LDL,B,120,33,1,0.290556901,0.174311927,FALSE
P07550,4LDO,A,460,1435,1,1.113801453,0.880126183,TRUE
P07550,4LDO,B,120,33,1,0.290556901,0.174311927,FALSE
P07550,4QKX,A,457,1424,1,1.10653753,0.885350318,TRUE
P07550,4QKX,B,120,33,1,0.290556901,0.174311927,FALSE
P07550,5D5A,A,510,1424,1,1.234866828,0.769633508,TRUE
P07550,5D5A,B,2,0,0,0,0,FALSE
P07550,5D5B,A,455,1424,1,1.101694915,0.899082569,TRUE
P07550,5D5B,B,2,0,0,0,0,FALSE
P07550,5D6L,A,457,1424,1,1.10653753,0.893617021,TRUE
P07550,5D6L,B,2,0,0,0,0,FALSE
P07550,5JQH,A,393,1435,1,0.95157385,0.888535032,TRUE
P07550,5JQH,B,404,1441,1,0.978208232,0.892405063,TRUE
P07550,5JQH,D,117,27,1,0.283292978,0.163636364,FALSE
P07550,5JQH,C,120,27,1,0.290556901,0.159292035,FALSE
P07550,5X7D,A,453,1413,1,1.0968523,0.898461538,TRUE
P07550,6E67,A,458,1388.5,1,1.108958838,0.920886076,TRUE
P07550,6E67,B,477,1481.5,1,1.15496368,0.919402985,TRUE
P07550,6KR8,A,312,1534,1,0.755447942,0.951923077,TRUE
P07550,6MXT,A,473,1460.5,1,1.14527845,0.837278107,TRUE
P07550,6MXT,N,127,42.5,1,0.307506053,0.23,FALSE
P07550,6N48,A,457,1435,1,1.10653753,0.888535032,TRUE
P07550,6N48,B,120,33,1,0.290556901,0.174311927,FALSE
P07550,6NI3,A,234,37,1,0.566585956,0.12972973,FALSE
P07550,6NI3,B,339,52.5,1,0.820823245,0.231527094,FALSE
P07550,6NI3,G,58,22,1,0.140435835,0.172413793,FALSE
P07550,6NI3,R,285,1438,1,0.690072639,0.985964912,FALSE
P07550,6NI3,N,128,29.5,1,0.309927361,0.234693878,FALSE
P07550,6OBA,A,444,1413,1,1.075060533,0.924050633,TRUE
P07550,6PRZ,A,452,1405,1,1.094430993,0.898148148,TRUE
P07550,6PS0,A,449,1405,1,1.08716707,0.906542056,TRUE
P07550,6PS1,A,450,1416,1,1.089588378,0.909937888,TRUE
P07550,6PS2,A,499,1421,1,1.208232446,0.79245283,TRUE
P07550,6PS3,A,471,1416,1,1.140435835,0.854227405,TRUE
P07550,6PS4,A,474,1416,1,1.147699758,0.846820809,TRUE
P07550,6PS5,A,454,1416,1,1.099273608,0.898773006,TRUE
P07550,6PS6,A,470,1421,1,1.138014528,0.859649123,TRUE
P07550,7BZ2,A,198,33.5,1,0.479418886,0.123376623,FALSE
P07550,7BZ2,B,331,54.5,1,0.801452785,0.231527094,FALSE
P07550,7BZ2,G,37,22,1,0.089588378,0.216216216,FALSE
P07550,7BZ2,N,127,29.5,1,0.307506053,0.226804124,FALSE
P07550,7BZ2,R,286,1383,1,0.692493947,0.965034965,FALSE
P07550,7DHI,A,218,50.5,1,0.527845036,0.228571429,FALSE
P07550,7DHI,B,335,52.5,1,0.811138015,0.231527094,FALSE
P07550,7DHI,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,7DHI,N,126,29.5,1,0.305084746,0.21875,FALSE
P07550,7DHI,R,291,1429.5,1,0.704600484,0.965635739,TRUE
P07550,7DHR,A,194,40.5,1,0.469733656,0.12962963,FALSE
P07550,7DHR,B,327,45,1,0.791767554,0.176744186,FALSE
P07550,7DHR,G,49,22,1,0.118644068,0.163265306,FALSE
P07550,7DHR,N,123,35,1,0.297820823,0.216494845,FALSE
P07550,7DHR,R,285,1388,1,0.690072639,0.968421053,FALSE
P07550,7XK9,A,456,1435,1,1.104116223,0.891373802,TRUE
P07550,7XK9,B,120,33,1,0.290556901,0.174311927,FALSE
P07550,7XKA,A,457,1435,1,1.10653753,0.888535032,TRUE
P07550,7XKA,B,120,33,1,0.290556901,0.174311927,FALSE
P07550,8GDZ,A,232,33.5,1,0.561743341,0.139534884,FALSE
P07550,8GDZ,B,333,49.5,1,0.8062954,0.297468354,FALSE
P07550,8GDZ,G,53,22,1,0.128329298,0.188679245,FALSE
P07550,8GDZ,R,287,1458.5,1,0.694915254,0.986062718,FALSE
P07550,8GE1,A,233,37,1,0.564164649,0.117647059,FALSE
P07550,8GE1,B,333,52.5,1,0.8062954,0.231527094,FALSE
P07550,8GE1,G,54,22,1,0.130750605,0.185185185,FALSE
P07550,8GE1,R,289,1472,1,0.699757869,0.98615917,FALSE
P07550,8GE2,A,233,37,1,0.564164649,0.117647059,FALSE
P07550,8GE2,B,333,52.5,1,0.8062954,0.231527094,FALSE
P07550,8GE2,G,54,22,1,0.130750605,0.185185185,FALSE
P07550,8GE2,R,289,1472,1,0.699757869,0.98615917,FALSE
P07550,8GE3,A,236,36.5,1,0.571428571,0.126984127,FALSE
P07550,8GE3,B,332,49.5,1,0.803874092,0.299363057,FALSE
P07550,8GE3,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GE3,R,287,1457,1,0.694915254,0.986062718,FALSE
P07550,8GE4,A,232,38,1,0.561743341,0.129032258,FALSE
P07550,8GE4,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8GE4,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GE4,R,288,1466,1,0.697336562,0.986111111,FALSE
P07550,8GE5,A,233,43.5,1,0.564164649,0.128342246,FALSE
P07550,8GE5,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8GE5,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GE5,R,286,1451.5,1,0.692493947,0.986013986,FALSE
P07550,8GE6,A,232,43.5,1,0.561743341,0.128342246,FALSE
P07550,8GE6,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8GE6,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GE6,R,279,1404,1,0.675544794,0.982078853,FALSE
P07550,8GE7,A,230,43.5,1,0.556900726,0.152173913,FALSE
P07550,8GE7,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8GE7,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GE7,R,283,1432,1,0.685230024,0.985865724,FALSE
P07550,8GE8,A,238,35.5,1,0.576271186,0.110526316,FALSE
P07550,8GE8,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8GE8,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GE8,R,284,1432,1,0.687651332,0.982394366,FALSE
P07550,8GE9,A,235,41.5,1,0.569007264,0.139037433,FALSE
P07550,8GE9,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8GE9,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GE9,R,284,1432,1,0.687651332,0.982394366,FALSE
P07550,8GEA,A,240,42.5,1,0.581113801,0.119791667,FALSE
P07550,8GEA,B,330,45.5,1,0.799031477,0.206896552,FALSE
P07550,8GEA,G,50,22,1,0.121065375,0.18,FALSE
P07550,8GEA,R,283,1432,1,0.685230024,0.985865724,FALSE
P07550,8GEB,A,233,37,1,0.564164649,0.122994652,FALSE
P07550,8GEB,B,329,45.5,1,0.796610169,0.206896552,FALSE
P07550,8GEB,G,50,22,1,0.121065375,0.18,FALSE
P07550,8GEB,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GEC,A,231,37,1,0.559322034,0.12972973,FALSE
P07550,8GEC,B,329,45.5,1,0.796610169,0.206896552,FALSE
P07550,8GEC,G,50,22,1,0.121065375,0.18,FALSE
P07550,8GEC,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GED,A,281,41.5,1,0.680387409,0.139037433,FALSE
P07550,8GED,B,334,52.5,1,0.808716707,0.231527094,FALSE
P07550,8GED,G,50,22,1,0.121065375,0.18,FALSE
P07550,8GED,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GEE,A,271,39,1,0.656174334,0.124324324,FALSE
P07550,8GEE,B,330,47.5,1,0.799031477,0.303225806,FALSE
P07550,8GEE,G,50,22,1,0.121065375,0.18,FALSE
P07550,8GEE,R,284,1433.5,1,0.687651332,0.982394366,FALSE
P07550,8GEF,A,281,39.5,1,0.680387409,0.115830116,FALSE
P07550,8GEF,B,329,46.5,1,0.796610169,0.235,FALSE
P07550,8GEF,G,50,22,1,0.121065375,0.18,FALSE
P07550,8GEF,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GEG,A,307,37,1,0.743341404,0.11827957,FALSE
P07550,8GEG,B,334,52.5,1,0.808716707,0.231527094,FALSE
P07550,8GEG,G,50,22,1,0.121065375,0.18,FALSE
P07550,8GEG,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GEH,A,301,34,1,0.728813559,0.12568306,FALSE
P07550,8GEH,B,331,48.5,1,0.801452785,0.235,FALSE
P07550,8GEH,G,50,22,1,0.121065375,0.18,FALSE
P07550,8GEH,R,279,1398,1,0.675544794,0.985663082,FALSE
P07550,8GEI,A,277,33,1,0.670702179,0.117977528,FALSE
P07550,8GEI,B,328,45,1,0.794188862,0.176744186,FALSE
P07550,8GEI,G,50,22,1,0.121065375,0.18,FALSE
P07550,8GEI,R,280,1403.5,1,0.677966102,0.985714286,FALSE
P07550,8GEJ,A,313,30,1,0.757869249,0.083018868,FALSE
P07550,8GEJ,B,323,45,1,0.782082324,0.324324324,FALSE
P07550,8GEJ,G,44,22,1,0.10653753,0.2,FALSE
P07550,8GEJ,R,271,1336.5,1,0.656174334,0.985239852,FALSE
P07550,8GFV,A,233,39.5,1,0.564164649,0.129032258,FALSE
P07550,8GFV,B,329,49.5,1,0.796610169,0.305194805,FALSE
P07550,8GFV,G,51,22,1,0.123486683,0.176470588,FALSE
P07550,8GFV,R,284,1433.5,1,0.687651332,0.978873239,FALSE
P07550,8GFW,A,234,38,1,0.566585956,0.128342246,FALSE
P07550,8GFW,B,333,52.5,1,0.8062954,0.231527094,FALSE
P07550,8GFW,G,54,22,1,0.130750605,0.185185185,FALSE
P07550,8GFW,R,286,1433.5,1,0.692493947,0.972027972,FALSE
P07550,8GFX,A,232,38,1,0.561743341,0.129032258,FALSE
P07550,8GFX,B,332,49.5,1,0.803874092,0.299363057,FALSE
P07550,8GFX,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GFX,R,283,1433.5,1,0.685230024,0.982332155,FALSE
P07550,8GFY,A,231,38,1,0.559322034,0.12972973,FALSE
P07550,8GFY,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8GFY,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GFY,R,283,1414.5,1,0.685230024,0.971731449,FALSE
P07550,8GFZ,A,231,43.5,1,0.559322034,0.11827957,FALSE
P07550,8GFZ,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8GFZ,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GFZ,R,284,1414.5,1,0.687651332,0.968309859,FALSE
P07550,8GG0,A,233,43.5,1,0.564164649,0.127659574,FALSE
P07550,8GG0,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8GG0,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GG0,R,288,1439.5,1,0.697336562,0.96875,FALSE
P07550,8GG1,A,232,43.5,1,0.561743341,0.129032258,FALSE
P07550,8GG1,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8GG1,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GG1,R,288,1439.5,1,0.697336562,0.96875,FALSE
P07550,8GG2,A,232,43.5,1,0.561743341,0.129032258,FALSE
P07550,8GG2,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8GG2,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GG2,R,289,1439.5,1,0.699757869,0.965397924,FALSE
P07550,8GG3,A,232,43.5,1,0.561743341,0.128342246,FALSE
P07550,8GG3,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8GG3,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GG3,R,287,1423,1,0.694915254,0.965156794,FALSE
P07550,8GG4,A,234,43.5,1,0.566585956,0.127659574,FALSE
P07550,8GG4,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8GG4,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8GG4,R,285,1423,1,0.690072639,0.971929825,FALSE
P07550,8GG5,A,238,41.5,1,0.576271186,0.132978723,FALSE
P07550,8GG5,B,335,52.5,1,0.811138015,0.231527094,FALSE
P07550,8GG5,G,50,22,1,0.121065375,0.18,FALSE
P07550,8GG5,R,288,1434,1,0.697336562,0.96875,FALSE
P07550,8GG6,A,239,36.5,1,0.578692494,0.126315789,FALSE
P07550,8GG6,B,334,52.5,1,0.808716707,0.231527094,FALSE
P07550,8GG6,G,50,22,1,0.121065375,0.18,FALSE
P07550,8GG6,R,287,1434,1,0.694915254,0.972125436,FALSE
P07550,8GG7,A,236,39,1,0.571428571,0.122994652,FALSE
P07550,8GG7,B,334,52.5,1,0.808716707,0.231527094,FALSE
P07550,8GG7,G,50,22,1,0.121065375,0.18,FALSE
P07550,8GG7,R,286,1449,1,0.692493947,0.982517483,FALSE
P07550,8GG8,A,242,35.5,1,0.585956416,0.114583333,FALSE
P07550,8GG8,B,332,48,1,0.803874092,0.233830846,FALSE
P07550,8GG8,G,50,22,1,0.121065375,0.18,FALSE
P07550,8GG8,R,284,1443.5,1,0.687651332,0.985915493,FALSE
P07550,8GG9,A,301,42.5,1,0.728813559,0.119791667,FALSE
P07550,8GG9,B,337,52.5,1,0.81598063,0.231527094,FALSE
P07550,8GG9,G,54,22,1,0.130750605,0.185185185,FALSE
P07550,8GG9,R,283,1435,1,0.685230024,0.985865724,FALSE
P07550,8GGA,A,327,42.5,1,0.791767554,0.119170984,FALSE
P07550,8GGA,B,337,52.5,1,0.81598063,0.231527094,FALSE
P07550,8GGA,G,54,22,1,0.130750605,0.185185185,FALSE
P07550,8GGA,R,270,1357.5,1,0.653753027,0.985185185,FALSE
P07550,8GGB,A,311,42.5,1,0.753026634,0.119791667,FALSE
P07550,8GGB,B,337,52.5,1,0.81598063,0.231527094,FALSE
P07550,8GGB,G,54,22,1,0.130750605,0.185185185,FALSE
P07550,8GGB,R,266,1326,1,0.644067797,0.984962406,FALSE
P07550,8GGC,A,295,42.5,1,0.714285714,0.119791667,FALSE
P07550,8GGC,B,337,52.5,1,0.81598063,0.231527094,FALSE
P07550,8GGC,G,54,22,1,0.130750605,0.185185185,FALSE
P07550,8GGC,R,248,1199,1,0.600484262,0.983870968,FALSE
P07550,8GGE,A,362,42.5,1,0.876513317,0.179245283,FALSE
P07550,8GGE,B,337,52.5,1,0.81598063,0.231527094,FALSE
P07550,8GGE,G,54,22,1,0.130750605,0.185185185,FALSE
P07550,8GGE,R,233,1116,1,0.564164649,0.987124464,FALSE
P07550,8GGF,A,360,42.5,1,0.871670702,0.142105263,FALSE
P07550,8GGF,B,338,52.5,1,0.818401937,0.231527094,FALSE
P07550,8GGF,G,57,22,1,0.138014528,0.175438596,FALSE
P07550,8GGF,R,203,941.5,1,0.491525424,0.990147783,FALSE
P07550,8GGI,R,287,1447,1,0.694915254,0.979094077,FALSE
P07550,8GGJ,R,288,1461,1,0.697336562,0.982638889,FALSE
P07550,8GGK,R,291,1472,1,0.704600484,0.979381443,TRUE
P07550,8GGL,R,286,1437,1,0.692493947,0.982517483,FALSE
P07550,8GGM,R,288,1463,1,0.697336562,0.986111111,FALSE
P07550,8GGN,R,286,1451.5,1,0.692493947,0.986013986,FALSE
P07550,8GGO,R,280,1412,1,0.677966102,0.985714286,FALSE
P07550,8GGP,R,281,1420,1,0.680387409,0.985765125,FALSE
P07550,8GGQ,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GGR,R,283,1427,1,0.685230024,0.982332155,FALSE
P07550,8GGS,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GGT,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GGU,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GGV,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GGW,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GGX,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GGY,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GGZ,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GH0,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8GH1,R,282,1427,1,0.682808717,0.985815603,FALSE
P07550,8JJ8,F,376,1422.5,1,0.910411622,0.922829582,TRUE
P07550,8JJL,A,376,1422.5,1,0.910411622,0.922829582,TRUE
P07550,8JJO,F,376,1422.5,1,0.910411622,0.922829582,TRUE
P07550,8UHB,A,317,433.5,1,0.767554479,0.314102564,FALSE
P07550,8UHB,B,338,52.5,1,0.818401937,0.231527094,FALSE
P07550,8UHB,C,236,32,1,0.571428571,0.124324324,FALSE
P07550,8UHB,G,57,22,1,0.138014528,0.175438596,FALSE
P07550,8UHB,N,128,29.5,1,0.309927361,0.234693878,FALSE
P07550,8UNL,A,232,38.5,1,0.561743341,0.147540984,FALSE
P07550,8UNL,B,332,49.5,1,0.803874092,0.299363057,FALSE
P07550,8UNL,G,51,22,1,0.123486683,0.176470588,FALSE
P07550,8UNL,R,282,1427.5,1,0.682808717,0.982269504,FALSE
P07550,8UNM,A,225,35,1,0.544794189,0.154696133,FALSE
P07550,8UNM,B,329,49.5,1,0.796610169,0.305194805,FALSE
P07550,8UNM,G,51,22,1,0.123486683,0.176470588,FALSE
P07550,8UNM,R,286,1452.5,1,0.692493947,0.986013986,FALSE
P07550,8UNN,A,232,38,1,0.561743341,0.134408602,FALSE
P07550,8UNN,B,333,49.5,1,0.8062954,0.297468354,FALSE
P07550,8UNN,G,53,22,1,0.128329298,0.188679245,FALSE
P07550,8UNN,R,286,1452.5,1,0.692493947,0.982517483,FALSE
P07550,8UNO,A,224,30,1,0.542372881,0.058035714,FALSE
P07550,8UNO,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8UNO,G,56,22,1,0.13559322,0.178571429,FALSE
P07550,8UNO,R,285,1452.5,1,0.690072639,0.985964912,FALSE
P07550,8UNP,A,238,35.5,1,0.576271186,0.117021277,FALSE
P07550,8UNP,B,331,49.5,1,0.801452785,0.301282051,FALSE
P07550,8UNP,G,54,22,1,0.130750605,0.185185185,FALSE
P07550,8UNP,R,286,1447.5,1,0.692493947,0.982517483,FALSE
P07550,8UNQ,A,240,36.5,1,0.581113801,0.131578947,FALSE
P07550,8UNQ,B,334,49.5,1,0.808716707,0.295597484,FALSE
P07550,8UNQ,G,55,22,1,0.133171913,0.181818182,FALSE
P07550,8UNQ,R,289,1467.5,1,0.699757869,0.982698962,FALSE
P07550,8UNR,A,241,38.5,1,0.583535109,0.121052632,FALSE
P07550,8UNR,B,338,52.5,1,0.818401937,0.231527094,FALSE
P07550,8UNR,G,56,22,1,0.13559322,0.178571429,FALSE
P07550,8UNR,R,288,1456.5,1,0.697336562,0.979166667,FALSE
P07550,8UNS,A,243,42.5,1,0.588377724,0.124352332,FALSE
P07550,8UNS,B,329,49.5,1,0.796610169,0.305194805,FALSE
P07550,8UNS,G,58,22,1,0.140435835,0.172413793,FALSE
P07550,8UNS,R,289,1467.5,1,0.699757869,0.982698962,FALSE
P07550,8UNT,A,237,43.5,1,0.573849879,0.132978723,FALSE
P07550,8UNT,B,334,49.5,1,0.808716707,0.295597484,FALSE
P07550,8UNT,G,56,22,1,0.13559322,0.178571429,FALSE
P07550,8UNT,R,289,1467.5,1,0.699757869,0.982698962,FALSE
P07550,8UNU,A,226,35,1,0.547215496,0.138121547,FALSE
P07550,8UNU,B,334,49.5,1,0.808716707,0.295597484,FALSE
P07550,8UNU,G,52,22,1,0.12590799,0.192307692,FALSE
P07550,8UNU,R,280,1420.5,1,0.677966102,0.985714286,FALSE
P07550,8UNV,A,234,39.5,1,0.566585956,0.12972973,FALSE
P07550,8UNV,B,337,52.5,1,0.81598063,0.231527094,FALSE
P07550,8UNV,G,55,22,1,0.133171913,0.181818182,FALSE
P07550,8UNV,R,287,1461.5,1,0.694915254,0.986062718,FALSE
P07550,8UNW,A,232,32,1,0.561743341,0.16744186,FALSE
P07550,8UNW,B,333,45,1,0.8062954,0.172093023,FALSE
P07550,8UNW,G,55,22,1,0.133171913,0.181818182,FALSE
P07550,8UNW,R,283,1433.5,1,0.685230024,0.982332155,FALSE
P07550,8UNX,A,245,42.5,1,0.593220339,0.119170984,FALSE
P07550,8UNX,B,337,52.5,1,0.81598063,0.231527094,FALSE
P07550,8UNX,G,55,22,1,0.133171913,0.181818182,FALSE
P07550,8UNX,R,288,1463.5,1,0.697336562,0.986111111,FALSE
P07550,8UNY,A,238,30,1,0.576271186,0.071428571,FALSE
P07550,8UNY,B,337,52.5,1,0.81598063,0.231527094,FALSE
P07550,8UNY,G,51,22,1,0.123486683,0.176470588,FALSE
P07550,8UNY,R,288,1467.5,1,0.697336562,0.986111111,FALSE
P07550,8UNZ,A,225,37,1,0.544794189,0.138121547,FALSE
P07550,8UNZ,B,335,45,1,0.811138015,0.172093023,FALSE
P07550,8UNZ,G,56,22,1,0.13559322,0.178571429,FALSE
P07550,8UNZ,R,284,1440,1,0.687651332,0.985915493,FALSE
P07550,8UO0,A,230,31.5,1,0.556900726,0.085561497,FALSE
P07550,8UO0,B,333,49.5,1,0.8062954,0.297468354,FALSE
P07550,8UO0,G,55,22,1,0.133171913,0.181818182,FALSE
P07550,8UO0,R,286,1454.5,1,0.692493947,0.986013986,FALSE
P07550,8UO1,A,336,42.5,1,0.813559322,0.118556701,FALSE
P07550,8UO1,B,335,48,1,0.811138015,0.233830846,FALSE
P07550,8UO1,G,55,22,1,0.133171913,0.181818182,FALSE
P07550,8UO1,R,283,1435,1,0.685230024,0.985865724,FALSE
P07550,8UO2,A,284,39,1,0.687651332,0.097378277,FALSE
P07550,8UO2,B,337,52.5,1,0.81598063,0.231527094,FALSE
P07550,8UO2,G,54,22,1,0.130750605,0.185185185,FALSE
P07550,8UO2,R,283,1435,1,0.685230024,0.985865724,FALSE
P07550,8UO3,A,361,42.5,1,0.87409201,0.141361257,FALSE
P07550,8UO3,B,338,52.5,1,0.818401937,0.231527094,FALSE
P07550,8UO3,G,56,22,1,0.13559322,0.178571429,FALSE
P07550,8UO3,R,225,1079,1,0.544794189,0.995555556,FALSE
P07550,8UO4,A,294,39,1,0.711864407,0.122340426,FALSE
P07550,8UO4,B,336,52.5,1,0.813559322,0.228855721,FALSE
P07550,8UO4,G,52,22,1,0.12590799,0.173076923,FALSE
P07550,8UO4,R,231,1109.5,1,0.559322034,0.995670996,FALSE
P21918,8IRV,A,238,36.5,1,0.498951782,0.171717172,FALSE
P21918,8IRV,B,338,35,1,0.708595388,0.089171975,FALSE
P21918,8IRV,G,57,29,1,0.119496855,0.142857143,FALSE
P21918,8IRV,R,291,1396,1,0.610062893,0.958762887,FALSE
P31391,7XMS,R,276,1401,1,0.711340206,0.996376812,TRUE
P31391,7XMS,A,224,31.5,1,0.577319588,0.192513369,FALSE
P31391,7XMS,B,325,33,1,0.837628866,0.075555556,FALSE
P31391,7XMS,C,45,23,1,0.115979381,0.111111111,FALSE
P31391,7XMS,S,231,27,1,0.595360825,0.069264069,FALSE
P31391,7XMS,L,12,16,1,0.030927835,0.25,FALSE
P31391,7XMT,R,266,1324,1,0.68556701,0.992481203,FALSE
P31391,7XMT,A,224,31.5,1,0.577319588,0.192513369,FALSE
P31391,7XMT,S,233,27,1,0.600515464,0.08583691,FALSE
P31391,7XMT,C,35,23,1,0.090206186,0.142857143,FALSE
P31391,7XMT,B,311,33,1,0.801546392,0.075829384,FALSE
P21731,8XJN,A,224,32.5,1,0.653061224,0.131067961,FALSE
P21731,8XJN,B,342,41,1,0.997084548,0.094017094,FALSE
P21731,8XJN,C,57,21.5,1,0.166180758,0.192982456,FALSE
P21731,8XJN,E,231,37,1,0.673469388,0.247126437,FALSE
P21731,8XJN,R,311,1592,1,0.906705539,0.996784566,TRUE
P21731,8XJO,A,224,32.5,1,0.653061224,0.131067961,FALSE
P21731,8XJO,B,342,41,1,0.997084548,0.094017094,FALSE
P21731,8XJO,C,57,21.5,1,0.166180758,0.192982456,FALSE
P21731,8XJO,E,231,37,1,0.673469388,0.247126437,FALSE
P21731,8XJO,R,311,1592,1,0.906705539,0.996784566,TRUE
P30874,7T10,R,290,1404,1,0.785907859,0.944827586,TRUE
P30874,7T10,A,219,43.5,1,0.593495935,0.186746988,FALSE
P30874,7T10,B,339,46,1,0.918699187,0.146964856,FALSE
P30874,7T10,C,57,24,1,0.154471545,0.122807018,FALSE
P30874,7T10,P,14,18,1,0.037940379,0.384615385,FALSE
P30874,7T10,S,232,30.5,1,0.628726287,0.138686131,FALSE
P30874,7T11,A,218,43.5,1,0.590785908,0.186746988,FALSE
P30874,7T11,B,338,46,1,0.91598916,0.146964856,FALSE
P30874,7T11,C,57,24,1,0.154471545,0.122807018,FALSE
P30874,7T11,S,228,32,1,0.617886179,0.102941176,FALSE
P30874,7T11,P,8,14,1,0.021680217,0.25,FALSE
P30874,7T11,R,285,1412,1,0.772357724,0.954385965,TRUE
P30874,7UL5,A,285,1385,1,0.772357724,0.950877193,TRUE
P30874,7UL5,D,86,26,1,0.233062331,0.144578313,FALSE
P30874,7WIC,L,14,18,1,0.037940379,0.384615385,FALSE
P30874,7WIC,R,288,1489,1,0.780487805,1,TRUE
P30874,7WIC,A,225,42,1,0.609756098,0.203592814,FALSE
P30874,7WIC,B,339,46,1,0.918699187,0.146496815,FALSE
P30874,7WIC,G,58,24,1,0.157181572,0.120689655,FALSE
P30874,7WIC,S,234,29.5,1,0.634146341,0.129353234,FALSE
P30874,7WIG,R,284,1451,1,0.769647696,0.996478873,TRUE
P30874,7WIG,A,225,42,1,0.609756098,0.203592814,FALSE
P30874,7WIG,B,339,46,1,0.918699187,0.146496815,FALSE
P30874,7WIG,G,58,24,1,0.157181572,0.120689655,FALSE
P30874,7WIG,S,234,29.5,1,0.634146341,0.129353234,FALSE
P30874,7WJ5,A,214,46.5,1,0.579945799,0.20754717,FALSE
P30874,7WJ5,B,336,46,1,0.910569106,0.147909968,FALSE
P30874,7WJ5,C,53,24,1,0.143631436,0.132075472,FALSE
P30874,7WJ5,E,232,30.5,1,0.628726287,0.138686131,FALSE
P30874,7WJ5,R,282,1460,1,0.764227642,1,TRUE
P30874,7WJ5,S,12,18,1,0.032520325,0.25,FALSE
P30874,7XAT,A,286,1481,1,0.775067751,1,TRUE
P30874,7XAT,B,222,43.5,1,0.601626016,0.188235294,FALSE
P30874,7XAT,C,342,46,1,0.926829268,0.146496815,FALSE
P30874,7XAT,D,58,24,1,0.157181572,0.120689655,FALSE
P30874,7XAT,E,233,30.5,1,0.631436314,0.138686131,FALSE
P30874,7XAT,F,12,18,1,0.032520325,0.25,FALSE
