ChEMBL ID,Name,UniProt Accessions,GO Terms,Type,Organism,Class,Target Class,Receptor Family
CHEMBL4315,Purinergic receptor P2Y1,P47900,GO:0001621; GO:0001934; GO:0001973; GO:0005524; GO:0005886; GO:0005929; GO:0006811; GO:0007166; GO:0007186; GO:0007193; GO:0007200; GO:0007204; GO:0008347; GO:0008360; GO:0009612; GO:0009986; GO:0010700; GO:0014069; GO:0016323; GO:0016324; GO:0023019; GO:0030168; GO:0030425; GO:0031686; GO:0032962; GO:0038023; GO:0042755; GO:0043270; GO:0043531; GO:0044297; GO:0045028; GO:0045031; GO:0045211; GO:0045944; GO:0046887; GO:0046982; GO:0048787; GO:0051649; GO:0060406; GO:0070374; GO:0070848; GO:0071318; GO:0071415; GO:0072659; GO:0090075; GO:0097110; GO:0097746; GO:0098978; GO:0099509; GO:2000300,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),P2Y receptors
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,GO:0001785; GO:0004930; GO:0004956; GO:0004958; GO:0005886; GO:0006935; GO:0006955; GO:0007186; GO:0007193; GO:0007218; GO:0019722; GO:0042923; GO:0043005; GO:0045745; GO:2000255,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Prostanoid receptors
CHEMBL218,Cannabinoid CB1 receptor,P21554,GO:0002866; GO:0004930; GO:0004949; GO:0005737; GO:0005741; GO:0005886; GO:0007187; GO:0007188; GO:0007189; GO:0007283; GO:0007413; GO:0007584; GO:0007613; GO:0010976; GO:0014063; GO:0015629; GO:0019222; GO:0030426; GO:0031622; GO:0031999; GO:0032228; GO:0032496; GO:0033004; GO:0033602; GO:0035094; GO:0038171; GO:0042220; GO:0042593; GO:0042734; GO:0042802; GO:0043065; GO:0045121; GO:0045471; GO:0045759; GO:0045776; GO:0045777; GO:0050796; GO:0051966; GO:0060135; GO:0060259; GO:0060405; GO:0098921; GO:0098978; GO:0098982; GO:0099509; GO:0099553,SINGLE PROTEIN,Homo sapiens,A,Class A (Rhodopsin),Cannabinoid receptors
CHEMBL4523929,Adhesion G-protein coupled receptor G1,Q9Y653,GO:0001525; GO:0004930; GO:0005518; GO:0005886; GO:0007155; GO:0007166; GO:0007186; GO:0007189; GO:0007266; GO:0007267; GO:0007420; GO:0008201; GO:0008285; GO:0010573; GO:0016020; GO:0016477; GO:0021796; GO:0021801; GO:0021819; GO:0035025; GO:0045121; GO:0045785; GO:0050840; GO:0061351; GO:0061484; GO:0070062; GO:0070528; GO:0072520; GO:0097451; GO:2000179; GO:2001223,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRG
CHEMBL4523880,Adhesion G-protein coupled receptor D2,Q7Z7M1,GO:0004930; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0016020,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRD
CHEMBL4523865,Adhesion G protein-coupled receptor E5,P48960,GO:0004888; GO:0004930; GO:0005509; GO:0005886; GO:0005925; GO:0006954; GO:0006955; GO:0007155; GO:0007166; GO:0007186; GO:0007189; GO:0007267; GO:0016020; GO:0030667; GO:0070062,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRE
CHEMBL4105836,Parathyroid hormone 2 receptor,P49190,GO:0004991; GO:0005886; GO:0007166; GO:0007186; GO:0007188; GO:0008528; GO:0017046; GO:0120162,SINGLE PROTEIN,Homo sapiens,B,Class B1 (Secretin),Parathyroid hormone receptors
CHEMBL4523920,Adhesion G protein-coupled receptor L4,Q9HBW9,GO:0004930; GO:0005509; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0016020; GO:0031410,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRL
CHEMBL4523888,Adhesion G protein-coupled receptor F5,Q8IZF2,GO:0003094; GO:0004930; GO:0005886; GO:0006112; GO:0007166; GO:0007186; GO:0007189; GO:0008654; GO:0009986; GO:0016020; GO:0019216; GO:0031410; GO:0042116; GO:0042593; GO:0043031; GO:0043129; GO:0045177; GO:0045444; GO:0048821; GO:0061626; GO:0071073,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRF
CHEMBL4523893,Adhesion G-protein coupled receptor G2,Q8IZP9,GO:0004930; GO:0005829; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0007283; GO:0009986; GO:0016020; GO:0016324; GO:0070062,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRG
CHEMBL3559707,Adhesion G protein-coupled receptor G3,Q86Y34,GO:0004930; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0016020; GO:0030183; GO:0030334; GO:0032792; GO:0035579; GO:1901223,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRG
CHEMBL4523872,Adhesion G-protein coupled receptor F1,Q5T601,GO:0004930; GO:0005576; GO:0005886; GO:0006112; GO:0007166; GO:0007186; GO:0007189; GO:0007416; GO:0007613; GO:0016020; GO:0019216; GO:0031175; GO:0031410; GO:0045444,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRF
CHEMBL4523884,Adhesion G-protein coupled receptor G6,Q86SQ4,GO:0004175; GO:0004930; GO:0005518; GO:0005737; GO:0005789; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0007399; GO:0009986; GO:0014037; GO:0016020; GO:0019933; GO:0022011; GO:0042552; GO:0043236; GO:0050840; GO:0060347,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRG
CHEMBL4523890,Adhesion G-protein coupled receptor G5,Q8IZF4,GO:0004930; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0016020,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRG
CHEMBL4523889,Adhesion G protein-coupled receptor F4,Q8IZF3,GO:0004930; GO:0007166; GO:0007186; GO:0007189; GO:0016020,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRF
CHEMBL4523909,Adhesion G protein-coupled receptor A2,Q96PE1,GO:0002040; GO:0004930; GO:0005886; GO:0007166; GO:0007186; GO:0007417; GO:0009986; GO:0010595; GO:0016020; GO:0030175; GO:0043231; GO:0043542; GO:0045765; GO:0050920; GO:0060070; GO:0090210; GO:0090263; GO:1900747; GO:1990909,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRA
CHEMBL1832,Calcitonin receptor,P30988,GO:0001503; GO:0001540; GO:0001635; GO:0001669; GO:0004948; GO:0005886; GO:0005929; GO:0007166; GO:0007189; GO:0007204; GO:0010628; GO:0010739; GO:0030279; GO:0030316; GO:0030424; GO:0032841; GO:0038041; GO:0043488; GO:0045762; GO:0050850; GO:0051384; GO:0051897; GO:0070374; GO:0097643; GO:0097647; GO:0150056; GO:0150057; GO:0150058; GO:1904645,SINGLE PROTEIN,Homo sapiens,B,Class B1 (Secretin),Calcitonin receptors
CHEMBL4532,Vasoactive intestinal polypeptide receptor 2,P41587,GO:0004930; GO:0004999; GO:0005886; GO:0007165; GO:0007166; GO:0007188; GO:0007267; GO:0008528; GO:0017046; GO:0048662,SINGLE PROTEIN,Homo sapiens,B,Class B1 (Secretin),VIP and PACAP receptors
CHEMBL5144,Vasoactive intestinal polypeptide receptor 1,P32241,GO:0004999; GO:0005886; GO:0007166; GO:0007186; GO:0007187; GO:0007188; GO:0008284; GO:0008528; GO:0017046; GO:0043235,SINGLE PROTEIN,Homo sapiens,B,Class B1 (Secretin),VIP and PACAP receptors
CHEMBL4523887,Adhesion G protein-coupled receptor A3,Q8IWK6,GO:0004930; GO:0005886; GO:0007166; GO:0007186; GO:0009897; GO:0016020,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRA
CHEMBL3798,Calcitonin gene-related peptide type 1 receptor,Q16602,GO:0001525; GO:0001605; GO:0001635; GO:0004930; GO:0004948; GO:0005737; GO:0005764; GO:0005768; GO:0005783; GO:0005886; GO:0006816; GO:0007166; GO:0007187; GO:0007189; GO:0007507; GO:0015031; GO:0031623; GO:0071329; GO:1903143; GO:1904707; GO:1990406; GO:1990408; GO:1990409; GO:1990410; GO:1990874,SINGLE PROTEIN,Homo sapiens,B,Class B1 (Secretin),Calcitonin receptors
CHEMBL1800,Corticotropin releasing factor receptor 1,P34998,GO:0005768; GO:0005886; GO:0006955; GO:0007166; GO:0007189; GO:0007190; GO:0007565; GO:0007567; GO:0008528; GO:0010578; GO:0015056; GO:0016020; GO:0030325; GO:0035640; GO:0042596; GO:0043005; GO:0048149; GO:0051424; GO:0051458; GO:0051867; GO:0071376; GO:1901386; GO:2000852,SINGLE PROTEIN,Homo sapiens,B,Class B1 (Secretin),Corticotropin-releasing factor receptors
CHEMBL2032,Growth hormone-releasing hormone receptor,Q02643,GO:0004930; GO:0005637; GO:0005640; GO:0005737; GO:0005886; GO:0007166; GO:0007189; GO:0007595; GO:0008284; GO:0008340; GO:0008528; GO:0009986; GO:0016020; GO:0016363; GO:0016520; GO:0017046; GO:0019838; GO:0030141; GO:0030252; GO:0032868; GO:0032869; GO:0033143; GO:0040018; GO:0042445; GO:0043568; GO:0043627; GO:0048469; GO:0048609; GO:0051246; GO:0051384; GO:0051649; GO:0060124; GO:0060133,SINGLE PROTEIN,Homo sapiens,B,Class B1 (Secretin),Glucagon receptor family
CHEMBL5844,Glucagon-like peptide 2 receptor,O95838,GO:0004930; GO:0004967; GO:0005886; GO:0007166; GO:0007188; GO:0008284; GO:0016020; GO:0017046,SINGLE PROTEIN,Homo sapiens,B,Class B1 (Secretin),Glucagon receptor family
CHEMBL1985,Glucagon receptor,P47871,GO:0004967; GO:0005085; GO:0005768; GO:0005886; GO:0006091; GO:0006887; GO:0007166; GO:0007188; GO:0007189; GO:0007584; GO:0008217; GO:0009267; GO:0009755; GO:0010628; GO:0016020; GO:0017046; GO:0042593; GO:0042594; GO:0070873; GO:0071377,SINGLE PROTEIN,Homo sapiens,B,Class B1 (Secretin),Glucagon receptor family
CHEMBL1784,Glucagon-like peptide 1 receptor,P43220,GO:0004888; GO:0004967; GO:0005886; GO:0007166; GO:0007189; GO:0007190; GO:0007204; GO:0007611; GO:0008016; GO:0016020; GO:0017046; GO:0019933; GO:0031204; GO:0044508; GO:0045776; GO:0045777; GO:0046879; GO:1990911,SINGLE PROTEIN,Homo sapiens,B,Class B1 (Secretin),Glucagon receptor family
CHEMBL4069,Corticotropin releasing factor receptor 2,Q13324,GO:0005886; GO:0007166; GO:0007188; GO:0008528; GO:0015056; GO:0017046; GO:0030425; GO:0043679; GO:0060291,SINGLE PROTEIN,Homo sapiens,B,Class B1 (Secretin),Corticotropin-releasing factor receptors
CHEMBL4523892,Adhesion G-protein coupled receptor F2,Q8IZF7,GO:0004930; GO:0007166; GO:0007186; GO:0007189; GO:0016020,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRF
CHEMBL4523877,Adhesion G-protein coupled receptor D1,Q6QNK2,GO:0004930; GO:0005654; GO:0005829; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0016020; GO:0016607,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRD
CHEMBL4523891,Adhesion G-protein coupled receptor F3,Q8IZF5,GO:0004930; GO:0007166; GO:0007186; GO:0007189; GO:0016020,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRF
CHEMBL4523885,Adhesion G protein-coupled receptor A1,Q86SQ6,GO:0004930; GO:0005886; GO:0007165; GO:0007166; GO:0007186; GO:0014069; GO:0016020; GO:0098978,SINGLE PROTEIN,Homo sapiens,B,Class B2 (Adhesion),ADGRA
CHEMBL1925,Secretin receptor,P47872,GO:0002024; GO:0005881; GO:0005886; GO:0007166; GO:0007186; GO:0007188; GO:0007189; GO:0008528; GO:0009992; GO:0015055; GO:0017046; GO:0031667; GO:0032098; GO:0048167,SINGLE PROTEIN,Homo sapiens,B,Class B1 (Secretin),Glucagon receptor family
CHEMBL1793,Parathyroid hormone receptor,Q03431,GO:0001501; GO:0001701; GO:0002062; GO:0002076; GO:0004991; GO:0005634; GO:0005737; GO:0005886; GO:0006874; GO:0007166; GO:0007186; GO:0007187; GO:0007188; GO:0007189; GO:0007200; GO:0008283; GO:0008284; GO:0008285; GO:0008528; GO:0016323; GO:0016324; GO:0017046; GO:0030282; GO:0042803; GO:0043235; GO:0045453; GO:0048469; GO:0060732,SINGLE PROTEIN,Homo sapiens,B,Class B1 (Secretin),Parathyroid hormone receptors
CHEMBL4383,Gastric inhibitory polypeptide receptor,P48546,GO:0002029; GO:0004888; GO:0005886; GO:0006091; GO:0007166; GO:0007188; GO:0007189; GO:0007190; GO:0007204; GO:0007584; GO:0008528; GO:0009749; GO:0016020; GO:0016519; GO:0017046; GO:0031018; GO:0032024; GO:0038192; GO:0043950; GO:0048678; GO:0050796; GO:0051592; GO:0070542; GO:0120022,SINGLE PROTEIN,Homo sapiens,B,Class B1 (Secretin),Glucagon receptor family
CHEMBL4523873,G-protein coupled receptor family C group 6 member A,Q5T6X5,GO:0004930; GO:0005886; GO:0043200; GO:2000224,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Class C Orphans
CHEMBL4523921,G-protein coupled receptor family C group 5 member C,Q9NQ84,GO:0004930; GO:0005886; GO:0007186; GO:0030295; GO:0030659; GO:0031982; GO:0043231; GO:0043235; GO:0070062,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Class C Orphans
CHEMBL4523874,Probable G-protein coupled receptor 158,Q5T848,GO:0001956; GO:0004888; GO:0005634; GO:0005886; GO:0007186; GO:0007420; GO:0008047; GO:0008277; GO:0042734; GO:0042995; GO:0045211; GO:0050807; GO:0050890; GO:0072659; GO:0160079,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Other
CHEMBL4523926,G-protein coupled receptor family C group 5 member B,Q9NZH0,GO:0001664; GO:0004930; GO:0005615; GO:0005654; GO:0005730; GO:0005829; GO:0005886; GO:0006884; GO:0009986; GO:0019901; GO:0030295; GO:0030659; GO:0043123; GO:0043231; GO:0043235; GO:0045666; GO:0050729; GO:0060907; GO:0061098; GO:0070062; GO:0090263,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Class C Orphans
CHEMBL1613742,Taste receptor type 1 member 3,Q7RTX0,GO:0001582; GO:0004930; GO:0005794; GO:0005886; GO:0007186; GO:0008527; GO:0016020; GO:0050916; GO:0050917; GO:1903767,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Taste 1 receptors
CHEMBL4523897,Probable G-protein coupled receptor 156,Q8NFN8,GO:0004965; GO:0005886; GO:0007214; GO:0038039,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Class C Orphans
CHEMBL4523896,Retinoic acid-induced protein 3,Q8NFJ5,GO:0004930; GO:0005730; GO:0005886; GO:0007165; GO:0007175; GO:0030295; GO:0030659; GO:0031982; GO:0043231; GO:0043235; GO:0045296; GO:0070062,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Class C Orphans
CHEMBL4573,Metabotropic glutamate receptor 6,O15303,GO:0000139; GO:0001640; GO:0004930; GO:0005789; GO:0005886; GO:0007216; GO:0007268; GO:0007626; GO:0008066; GO:0009584; GO:0030425; GO:0035841; GO:0042803; GO:0045202; GO:0050908; GO:0051966; GO:0060041; GO:1905665,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Metabotropic glutamate receptors
CHEMBL3228,Metabotropic glutamate receptor 8,O00222,GO:0001642; GO:0004930; GO:0005886; GO:0007193; GO:0007196; GO:0007216; GO:0007601; GO:0008066; GO:0051966,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Metabotropic glutamate receptors
CHEMBL3777,Metabotropic glutamate receptor 7,Q14831,GO:0001642; GO:0005509; GO:0005886; GO:0005938; GO:0007193; GO:0007196; GO:0007216; GO:0007268; GO:0007605; GO:0008066; GO:0010855; GO:0014050; GO:0016020; GO:0016595; GO:0030165; GO:0030424; GO:0030425; GO:0032279; GO:0043198; GO:0043235; GO:0045211; GO:0046983; GO:0048786; GO:0051966; GO:0061564; GO:0070085; GO:0070905,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Metabotropic glutamate receptors
CHEMBL1878,Calcium sensing receptor,P41180,GO:0001503; GO:0002931; GO:0004435; GO:0004930; GO:0005178; GO:0005509; GO:0005513; GO:0005886; GO:0006874; GO:0007186; GO:0007193; GO:0007200; GO:0007254; GO:0007635; GO:0008284; GO:0009653; GO:0009986; GO:0010628; GO:0016323; GO:0016324; GO:0016597; GO:0019901; GO:0032024; GO:0032782; GO:0035729; GO:0042311; GO:0042802; GO:0042803; GO:0043025; GO:0043679; GO:0044325; GO:0045907; GO:0048754; GO:0050927; GO:0051924; GO:0060613; GO:0070374; GO:0070509; GO:0071305; GO:0071333; GO:0071404; GO:0071456; GO:0071774; GO:0090280; GO:1901653; GO:1902476,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Calcium-sensing receptors
CHEMBL2736,Metabotropic glutamate receptor 4,Q14833,GO:0001640; GO:0004930; GO:0005886; GO:0007196; GO:0007216; GO:0007268; GO:0007269; GO:0008066; GO:0031410; GO:0043410; GO:0043523; GO:0051966; GO:0098793,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Metabotropic glutamate receptors
CHEMBL5137,Metabotropic glutamate receptor 2,Q14416,GO:0001641; GO:0004930; GO:0005246; GO:0005886; GO:0007194; GO:0007216; GO:0007268; GO:0008066; GO:0010467; GO:0014047; GO:0014048; GO:0014059; GO:0030424; GO:0030425; GO:0035095; GO:0042220; GO:0042734; GO:0051897; GO:0051966; GO:0060292; GO:0090461; GO:0097110; GO:0097449; GO:0098978; GO:0099171; GO:2001023,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Metabotropic glutamate receptors
CHEMBL3227,Metabotropic glutamate receptor 5,P41594,GO:0001640; GO:0002029; GO:0004930; GO:0005737; GO:0005886; GO:0006355; GO:0007205; GO:0007206; GO:0007216; GO:0007268; GO:0007611; GO:0007612; GO:0007626; GO:0008066; GO:0030296; GO:0030425; GO:0031687; GO:0042802; GO:0043197; GO:0043198; GO:0043410; GO:0048170; GO:0050808; GO:0050850; GO:0050890; GO:0051966; GO:0097449; GO:0098685; GO:0098839; GO:0098978; GO:0099530; GO:0099553; GO:0099583; GO:1904646; GO:1990782,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Metabotropic glutamate receptors
CHEMBL2064,GABA-B receptor 1,Q9UBS5,GO:0001649; GO:0004965; GO:0005615; GO:0005789; GO:0005886; GO:0007193; GO:0007214; GO:0008021; GO:0008285; GO:0014049; GO:0014053; GO:0030673; GO:0031966; GO:0032811; GO:0033602; GO:0035094; GO:0038039; GO:0042734; GO:0043025; GO:0043197; GO:0043198; GO:0045211; GO:0045471; GO:0046982; GO:0050805; GO:0051932; GO:0060124; GO:0098685; GO:0098978; GO:0098982; GO:0099579; GO:0150047; GO:0150099; GO:1902712; GO:1990430,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),GABA<sub>B</sub> receptors
CHEMBL5034,GABA-B receptor 2,O75899,GO:0004888; GO:0004965; GO:0005737; GO:0005886; GO:0007186; GO:0007193; GO:0007194; GO:0007214; GO:0007268; GO:0038039; GO:0043005; GO:0045211; GO:0046982; GO:0051932; GO:0150099; GO:1902710; GO:1902712,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),GABA<sub>B</sub> receptors
CHEMBL2888,Metabotropic glutamate receptor 3,Q14832,GO:0001641; GO:0004930; GO:0005246; GO:0005886; GO:0007194; GO:0007216; GO:0007268; GO:0008066; GO:0010467; GO:0014069; GO:0030424; GO:0042734; GO:0043197; GO:0045211; GO:0051966; GO:0097110; GO:0097449; GO:0098978; GO:0099170,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Metabotropic glutamate receptors
CHEMBL4523925,G-protein coupled receptor family C group 5 member D,Q9NZD1,GO:0004930; GO:0005886; GO:0030295; GO:0043231; GO:0043235; GO:0070062,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Class C Orphans
CHEMBL1613741,Taste receptor type 1 member 2,Q8TE23,GO:0001582; GO:0004930; GO:0005886; GO:0007186; GO:0008527; GO:0016020; GO:0032467; GO:0033041; GO:0043235; GO:0050916; GO:1903767,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Taste 1 receptors
CHEMBL3772,Metabotropic glutamate receptor 1,Q13255,GO:0001640; GO:0004930; GO:0005634; GO:0005886; GO:0007186; GO:0007206; GO:0007216; GO:0007268; GO:0007626; GO:0008066; GO:0019233; GO:0030425; GO:0038037; GO:0038038; GO:0043410; GO:0051930; GO:0051966; GO:0071257; GO:0098685; GO:0098712; GO:0098839; GO:0098872; GO:0098978; GO:0099530; GO:0099583,SINGLE PROTEIN,Homo sapiens,C,Class C (Glutamate),Metabotropic glutamate receptors
CHEMBL3309108,Taste receptor type 2 member 41,P59536,GO:0004930; GO:0005886; GO:0016020; GO:0050909,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523472,Taste receptor type 2 member 7,Q9NYW3,GO:0001580; GO:0004930; GO:0005886; GO:0008527; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523254,Taste receptor type 2 member 30,P59541,GO:0001580; GO:0004930; GO:0005886; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523360,Taste receptor type 2 member 42,Q7RTR8,GO:0004930; GO:0005886; GO:0016020; GO:0050909,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523475,Taste receptor type 2 member 1,Q9NYW7,GO:0001580; GO:0004930; GO:0005886; GO:0008527; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523473,Taste receptor type 2 member 5,Q9NYW4,GO:0001580; GO:0004930; GO:0005886; GO:0007635; GO:0008527; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523253,Taste receptor type 2 member 46,P59540,GO:0001580; GO:0004930; GO:0005886; GO:0016020; GO:0033038; GO:0060170,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL3559706,Taste receptor type 2 member 50,P59544,GO:0001580; GO:0004930; GO:0005886; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL3559705,Taste receptor type 2 member 20,P59543,GO:0004930; GO:0005886; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL3988599,Taste receptor type 2 member 8,Q9NYW2,GO:0001580; GO:0004930; GO:0005886; GO:0008527; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL3309106,Taste receptor type 2 member 16,Q9NYV7,GO:0001580; GO:0004930; GO:0005783; GO:0005802; GO:0005886; GO:0007186; GO:0009897; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523255,Taste receptor type 2 member 19,P59542,GO:0004930; GO:0005886; GO:0016020; GO:0050909,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL3309105,Taste receptor type 2 member 14,Q9NYV8,GO:0001580; GO:0004930; GO:0005886; GO:0007186; GO:0008527; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL3309109,Taste receptor type 2 member 60,P59551,GO:0004930; GO:0005886; GO:0016020; GO:0050913,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL2034804,Taste receptor type 2 member 31,P59538,GO:0001580; GO:0004930; GO:0005886; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523474,Taste receptor type 2 member 3,Q9NYW6,GO:0001580; GO:0004930; GO:0005886; GO:0008527; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523252,Taste receptor type 2 member 45,P59539,GO:0004930; GO:0005886; GO:0016020; GO:0050909,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL3559704,Taste receptor type 2 member 10,Q9NYW0,GO:0001580; GO:0004930; GO:0005886; GO:0008527; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523248,Taste receptor type 2 member 38,P59533,GO:0001580; GO:0004930; GO:0005886; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523471,Taste receptor type 2 member 13,Q9NYV9,GO:0001580; GO:0004930; GO:0005886; GO:0008527; GO:0016020; GO:0032467; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL3309107,Taste receptor type 2 member 4,Q9NYW5,GO:0001580; GO:0004930; GO:0005886; GO:0007585; GO:0008527; GO:0016020; GO:0033038; GO:0060170,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL3309110,Taste receptor type 2 member 9,Q9NYW1,GO:0001580; GO:0004930; GO:0005886; GO:0008527; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523249,Taste receptor type 2 member 39,P59534,GO:0001580; GO:0004930; GO:0005886; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523251,Taste receptor type 2 member 43,P59537,GO:0001580; GO:0004930; GO:0005886; GO:0007186; GO:0008527; GO:0016020; GO:0031514; GO:0033038; GO:0060170,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523250,Taste receptor type 2 member 40,P59535,GO:0001580; GO:0004930; GO:0005886; GO:0016020; GO:0033038,SINGLE PROTEIN,Homo sapiens,Taste,Class T2 (Taste 2),Taste 2 receptors
CHEMBL4523116,Frizzled-9,O00144,GO:0001503; GO:0001836; GO:0004930; GO:0005737; GO:0005789; GO:0005794; GO:0005886; GO:0007399; GO:0007405; GO:0007611; GO:0009986; GO:0016020; GO:0017147; GO:0030183; GO:0030501; GO:0031527; GO:0031966; GO:0035567; GO:0042803; GO:0042813; GO:0043065; GO:0043524; GO:0046982; GO:0048471; GO:0051480; GO:0051726; GO:0051902; GO:0060070; GO:0060546; GO:0090263; GO:0098794; GO:0098978; GO:0099173; GO:0099566; GO:1901029; GO:1904393; GO:1904394; GO:1990523; GO:2000179,SINGLE PROTEIN,Homo sapiens,Frizzled,Class F (Frizzled),Frizzled
